title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,vote_average,vote_count
Cloud Atlas,WB,27100000,103400000,2012,63,10/26/2012,Cloud Atlas,"$102,000,000 ","$27,108,272 ","$130,673,154 ",5227,"[18, 878]",83542,en,Cloud Atlas,14.681,6.8,4505
The Woman in Black,CBS,54300000,73400000,2012,18,2/3/2012,The Woman in Black,"$15,000,000 ","$54,333,290 ","$128,955,898 ",5257,"[18, 27, 53]",65086,en,The Woman in Black,12.781,6.1,2122
Parental Guidance,Fox,77300000,42500000,2012,79,12/25/2012,Parental Guidance,"$25,000,000 ","$77,267,296 ","$120,832,383 ",5303,[35],88042,en,Parental Guidance,10.124,5.8,276
Abraham Lincoln: Vampire Hunter,Fox,37500000,79000000,2012,65,6/22/2012,Abraham Lincoln: Vampire Hunter,"$67,500,000 ","$37,519,139 ","$137,489,730 ",5262,"[28, 14, 27]",72331,en,Abraham Lincoln: Vampire Hunter,12.498,5.6,2009
Pitch Perfect,Uni.,65000000,50300000,2012,75,9/28/2012,Pitch Perfect,"$17,000,000 ","$65,001,093 ","$116,044,347 ",5239,"[35, 10402, 10749]",114150,en,Pitch Perfect,13.886,7.3,4233
ParaNorman,Focus,56000000,51100000,2012,89,8/17/2012,ParaNorman,"$60,000,000 ","$56,003,051 ","$108,119,662 ",5244,"[10751, 16, 12, 35]",77174,en,ParaNorman,13.32,6.8,1358
The Campaign,WB,86900000,18000000,2012,18,8/10/2012,The Campaign,"$95,000,000 ","$86,907,746 ","$104,907,746 ",5298,[35],77953,en,The Campaign,10.266,5.7,982
Project X,WB,54700000,48000000,2012,58,3/2/2012,Project X,"$12,000,000 ","$54,731,865 ","$103,028,188 ",5317,"[35, 80]",57214,en,Project X,9.715,6.4,2968
The Devil Inside,Par.,53300000,48500000,2012,12,1/6/2012,The Devil Inside,"$1,000,000 ","$53,262,945 ","$101,759,490 ",5444,"[53, 27]",76487,en,The Devil Inside,7.403,4.7,441
The Lucky One,WB,60500000,38900000,2012,87,4/20/2012,The Lucky One,"$25,000,000 ","$60,457,138 ","$96,633,833 ",5249,"[18, 10749]",77877,en,The Lucky One,13.14,6.9,2012
Contraband,Uni.,66500000,29700000,2012,85,1/13/2012,Contraband,"$25,000,000 ","$66,528,000 ","$98,406,855 ",5265,"[53, 28, 18, 80]",77866,en,Contraband,12.357,6.2,1114
Think Like a Man,SGem,91500000,4500000,2012,45,4/20/2012,Think Like a Man,"$12,000,000 ","$91,547,205 ","$113,373,764 ",5588,"[35, 10749]",67660,en,Think Like a Man,5.905,6.9,438
The Possession,LGF,49100000,36300000,2012,81,8/31/2012,The Possession,"$14,000,000 ","$49,130,588 ","$82,925,064 ",5345,"[27, 53]",77883,en,The Possession,8.978,5.9,918
What to Expect When You're Expecting,LGF,41200000,43200000,2012,86,5/18/2012,What to Expect When You're Expecting,"$37,500,000 ","$41,152,203 ","$88,473,016 ",5266,"[10749, 35, 18]",76494,en,What to Expect When You're Expecting,12.27,5.9,1130
Frankenweenie,BV,35300000,46200000,2012,48,10/5/2012,Frankenweenie,"$39,000,000 ","$35,287,788 ","$81,150,788 ",5230,"[16, 35, 10751]",62214,en,Frankenweenie,14.627,6.8,1685
Act of Valor,Rela.,70000000,11300000,2012,52,2/24/2012,Act of Valor,"$12,000,000 ","$70,012,847 ","$82,497,035 ",5267,"[28, 53, 10752]",75674,en,Act of Valor,12.197,6.3,583
Sinister,LG/S,48100000,29600000,2012,69,10/12/2012,Sinister,"$3,000,000 ","$48,086,903 ","$87,727,807 ",5250,"[27, 53, 9648]",82507,en,Sinister,13.117,6.8,2935
The Grey,ORF,51600000,25700000,2012,95,1/27/2012,The Grey,"$25,000,000 ","$51,580,136 ","$81,249,176 ",2543,"[18, 53, 28, 12]",75174,en,The Grey,12.942,6.5,2280
The Grey,ORF,51600000,25700000,2012,95,1/27/2012,The Grey,"$25,000,000 ","$51,580,136 ","$81,249,176 ",5253,"[18, 53, 28, 12]",75174,en,The Grey,12.942,6.5,2280
Diary of a Wimpy Kid: Dog Days,Fox,49000000,28100000,2012,17,8/3/2012,Diary of a Wimpy Kid: Dog Days,"$22,000,000 ","$49,008,662 ","$77,229,695 ",5279,"[35, 10751]",82650,en,Diary of a Wimpy Kid: Dog Days,11.36,6.2,440
To Rome with Love,SPC,16700000,56600000,2012,58,6/22/2012,To Rome with Love,"$21,500,000 ","$16,684,352 ","$74,326,015 ",5322,"[10749, 35, 18]",81836,en,To Rome with Love,9.563,5.7,1097
Here Comes the Boom,Sony,45300000,27800000,2012,52,10/12/2012,Here Comes the Boom,"$42,000,000 ","$45,290,318 ","$73,239,258 ",5299,"[28, 35]",87826,en,Here Comes the Boom,10.265,6,812
Anna Karenina,Focus,12800000,56100000,2012,13,11/16/2012,Anna Karenina,"$49,000,000 ","$12,816,367 ","$71,004,627 ",5304,"[18, 10749]",96724,en,Anna Karenina,9.987,6.7,1265
The Watch,Fox,35400000,32900000,2012,27,7/27/2012,The Watch,"$55,000,000 ","$34,353,000 ","$67,130,045 ",5301,"[28, 35, 878]",80035,en,The Watch,10.228,5.4,1356
Moonrise Kingdom,Focus,45500000,22800000,2012,33,5/25/2012,Moonrise Kingdom,"$16,000,000 ","$45,512,466 ","$68,848,446 ",5236,"[35, 18, 10749]",83666,en,Moonrise Kingdom,14.086,7.7,3023
Rock of Ages,WB (NL),38500000,20900000,2012,29,6/15/2012,Rock of Ages,"$70,000,000 ","$38,518,613 ","$61,031,932 ",5278,"[35, 18, 10402, 10749]",80585,en,Rock of Ages,11.369,6.1,686
That's My Boy,Sony,36900000,20800000,2012,71,6/15/2012,That's My Boy,"$57,500,000 ","$36,931,089 ","$58,085,235 ",5256,[35],87428,en,That's My Boy,12.817,5.5,831
The Odd Life of Timothy Green,BV,51900000,4200000,2012,36,8/15/2012,The Odd Life of Timothy Green,"$40,000,000 ","$51,853,450 ","$55,249,159 ",5336,"[14, 18, 35, 10751]",71864,en,The Odd Life of Timothy Green,9.216,6.7,605
The Three Stooges,Fox,44300000,10500000,2012,4,4/13/2012,The Three Stooges,"$30,000,000 ","$44,338,224 ","$54,052,249 ",5331,[35],76489,en,The Three Stooges,9.358,5.1,215
The Five-Year Engagement,Uni.,28800000,25100000,2012,37,4/27/2012,The Five-Year Engagement,"$30,000,000 ","$28,700,285 ","$61,623,819 ",5292,"[10749, 35]",72207,en,The Five-Year Engagement,10.729,5.8,742
Lawless,Wein.,37400000,16300000,2012,38,8/29/2012,Lawless,"$26,000,000 ","$37,397,291 ","$54,393,687 ",5268,"[80, 18]",82633,en,Lawless,12.147,7,1660
Silent Hill: Revelation 3D,ORF,17500000,34800000,2012,5,10/26/2012,Silent Hill: Revelation 3D,"$20,000,000 ","$17,530,219 ","$55,975,672 ",5242,"[53, 27, 9648]",61012,en,Silent Hill: Revelation 3D,13.681,5.2,786
Trouble with the Curve,WB,35800000,13200000,2012,18,9/21/2012,Trouble with the Curve,"$60,000,000 ","$35,763,137 ","$47,818,913 ",5367,"[18, 10749]",87825,en,Trouble with the Curve,8.548,6.7,613
End of Watch,ORF,41000000,7100000,2012,29,9/21/2012,End of Watch,"$15,000,000 ","$41,003,371 ","$57,586,606 ",5248,"[80, 18, 53]",77016,en,End of Watch,13.152,7.3,1770
Man on a Ledge,LG/S,18600000,27600000,2012,64,1/27/2012,Man on a Ledge,"$42,000,000 ","$18,620,000 ","$49,621,440 ",5283,"[28, 53, 80]",49527,en,Man on a Ledge,11.263,6.3,1460
The Guilt Trip,Par.,37100000,4700000,2012,59,12/19/2012,The Guilt Trip,"$40,000,000 ","$37,134,215 ","$41,294,674 ",5348,[35],82687,en,The Guilt Trip,8.939,5.4,403
Killing Them Softly,Wein.,15000000,22900000,2012,82,11/30/2012,Killing Them Softly,"$15,000,000 ","$14,945,541 ","$39,238,443 ",5281,"[80, 53]",64689,en,Killing Them Softly,11.298,6,1105
Chernobyl Diaries,WB,18100000,19000000,2012,18,5/25/2012,Chernobyl Diaries,"$1,000,000 ","$18,119,640 ","$42,411,721 ",5229,"[27, 53]",93856,en,Chernobyl Diaries,14.658,5,842
Dredd,LGF,13400000,22200000,2012,15,9/21/2012,Dredd,"$45,000,000 ","$13,414,714 ","$41,467,606 ",5246,"[28, 878]",49049,en,Dredd,13.223,6.7,2788
Arbitrage,RAtt.,7900000,27600000,2012,9,9/14/2012,Arbitrage,"$12,000,000 ","$7,919,574 ","$35,830,713 ",5269,"[18, 53]",60599,en,Arbitrage,12.14,6.2,459
The Perks of Being a Wallflower,LG/S,17700000,15600000,2012,77,9/21/2012,The Perks of Being a Wallflower,"$13,000,000 ","$17,742,948 ","$33,069,303 ",5222,[18],84892,en,The Perks of Being a Wallflower,15.148,7.8,5938
Katy Perry: Part of Me,Par.,25300000,7400000,2012,79,7/5/2012,Katy Perry: Part of Me,"$12,000,000 ","$25,326,071 ","$32,700,439 ",5465,"[99, 10402]",101267,en,Katy Perry: Part of Me,7.139,6.8,147
Lockout,FD,14300000,17900000,2012,22,4/13/2012,Lockout,"$20,000,000 ","$14,326,865 ","$33,943,049 ",5282,"[28, 53, 878]",81796,en,Lockout,11.273,5.9,1004
Joyful Noise,WB,30900000,226000,2012,86,1/13/2012,Joyful Noise,"$27,500,000 ","$30,932,113 ","$31,157,914 ",5500,"[35, 10402]",63574,en,Joyful Noise,6.787,6.4,70
Premium Rush,Sony,20300000,10800000,2012,10,8/24/2012,Premium Rush,"$35,000,000 ","$20,275,446 ","$31,393,201 ",5263,"[80, 28, 53]",49526,en,Premium Rush,12.484,6.2,1244
The Raven,Rela.,16000000,13600000,2012,45,4/27/2012,The Raven,"$26,000,000 ","$16,008,272 ","$30,601,801 ",5362,"[80, 53, 9648]",70436,en,The Raven,8.635,6.3,681
The Master,Wein.,16399999,11900000,2012,87,9/14/2012,The Master,"$37,500,000 ","$16,247,159 ","$50,647,416 ",5255,[18],68722,en,The Master,12.829,7.1,1323
Big Miracle,Uni.,20200000,4600000,2012,99,2/3/2012,Big Miracle,"$40,000,000 ","$20,157,300 ","$25,268,680 ",5501,"[12, 18, 10749]",78698,en,Big Miracle,6.76,6.6,250
Wanderlust,Uni.,17500000,4200000,2012,88,2/24/2012,Wanderlust,"$32,500,000 ","$17,288,155 ","$24,159,934 ",5307,"[35, 10749]",50647,en,Wanderlust,9.896,5.4,693
Amour,SPC,6700000,13100000,2012,51,12/19/2012,Amour,"$9,700,000 ","$6,738,954 ","$36,787,044 ",5293,"[18, 10749]",86837,fr,Amour,10.705,7.7,746
The Man with the Iron Fists,Uni.,15600000,4099999,2012,79,11/2/2012,The Man with the Iron Fists,"$15,000,000 ","$15,634,090 ","$22,018,988 ",5217,[28],97430,en,The Man with the Iron Fists,15.457,5.3,573
Seven Psychopaths,CBS,15000000,4400000,2012,36,10/12/2012,Seven Psychopaths,"$13,500,000 ","$15,024,049 ","$33,035,736 ",5288,"[35, 80]",86838,en,Seven Psychopaths,10.967,6.8,2109
The Words,CBS,11500000,1700000,2012,46,9/7/2012,The Words,"$6,000,000 ","$11,494,838 ","$16,369,708 ",5457,"[18, 53]",83686,en,The Words,7.201,6.6,628
People Like Us,BV,12400000,1200000,2012,60,6/29/2012,People Like Us,"$16,000,000 ","$12,431,792 ","$12,617,472 ",5339,[18],98548,en,People Like Us,9.078,6.8,360
Fun Size,Par.,9400000,2000000,2012,10,10/26/2012,Fun Size,"$14,000,000 ","$9,409,538 ","$11,166,615 ",5471,[35],82679,en,Fun Size,7.072,5.5,249
Seeking a Friend for the End of the World,Focus,7100000,2600000,2012,48,6/22/2012,Seeking a Friend for the End of the World,"$10,000,000 ","$7,078,738 ","$11,766,959 ",5394,"[35, 18, 10749, 878]",88005,en,Seeking a Friend for the End of the World,8.092,6.4,1108
The Apparition,WB,4900000,4700000,2012,4,8/24/2012,The Apparition,"$17,000,000 ","$4,936,819 ","$10,637,281 ",5409,"[27, 53]",79694,en,The Apparition,7.714,4.3,221
Bernie,MNE,9200000,1200000,2012,48,4/27/2012,Bernie,"$6,000,000 ","$9,204,489 ","$10,106,975 ",2784,"[35, 80, 18]",92591,en,Bernie,7.518,6.6,503
Bernie,MNE,9200000,1200000,2012,48,4/27/2012,Bernie,"$6,000,000 ","$9,204,489 ","$10,106,975 ",5431,"[35, 80, 18]",92591,en,Bernie,7.518,6.6,503
Chasing Mavericks,Fox,6000000,600,2012,67,10/26/2012,Chasing Mavericks,"$20,000,000 ","$6,002,756 ","$8,300,821 ",5517,[18],82684,en,Chasing Mavericks,6.546,7,329
Won't Back Down,Fox,5300000,1200000,2012,49,9/28/2012,Won't Back Down,"$19,000,000 ","$5,310,554 ","$5,745,503 ",5563,[18],82631,en,Won't Back Down,6.14,6.3,64
Safety Not Guaranteed,FD,4000000,1200000,2012,77,6/8/2012,Safety Not Guaranteed,"$750,000 ","$4,010,957 ","$4,422,318 ",5337,"[35, 10749, 878, 18]",84332,en,Safety Not Guaranteed,9.214,6.9,792
Killer Joe,LD,2000000,1700000,2012,90,7/27/2012,Killer Joe,"$10,000,000 ","$1,291,645 ","$4,659,110 ",5240,"[80, 18, 53]",73567,en,Killer Joe,13.742,6.5,703
Jab Tak Hai Jaan,Yash,3000000,1200000,2012,64,11/13/2012,Jab Tak Hai Jaan,"$9,200,000 ","$3,047,539 ","$5,806,666 ",5412,"[18, 10749]",132316,hi,जब तक है जान,7.701,6.9,107
The Paperboy,MNE,693000,661000,2012,37,10/5/2012,The Paperboy,"$12,500,000 ","$677,200 ","$4,027,663 ",5390,"[53, 18, 9648]",82390,en,The Paperboy,8.143,5.5,409
Damsels in Distress,SPC,1000000,1200000,2012,31,4/6/2012,Damsels in Distress,"$3,000,000 ","$1,007,535 ","$1,324,299 ",5512,"[35, 10749]",82533,en,Damsels in Distress,6.625,5.5,103
Darling Companion,SPC,794000,1200000,2012,34,4/20/2012,Darling Companion,"$12,000,000 ","$793,352 ","$1,200,346 ",5683,"[18, 10749]",89325,en,Darling Companion,4.656,5,46
Holy Motors,IM,641000,1200000,2012,25,10/17/2012,Holy Motors,"$4,000,000 ","$641,054 ","$4,230,426 ",5631,"[18, 14]",103328,fr,Holy Motors,5.31,7,431
Khiladi 786,Eros,379000,1200000,2012,12,12/7/2012,Khiladi 786,"$5,600,000 ","$385,422 ","$14,683,763 ",6157,"[28, 35]",147767,en,Khiladi 786,1.824,4.7,16
The First Time,Gold.,22800,1200000,2012,67,10/19/2012,The First Time,"$2,000,000 ","$17,061 ","$17,061 ",5284,"[18, 35, 10749]",84199,en,The First Time,11.25,7,1426
Iron Man 3,BV,409000000,805800000,2013,48,5/3/2013,Iron Man 3,"$200,000,000 ","$408,992,272 ","$1,215,392,272 ",7881,"[28, 12, 878]",68721,en,Iron Man 3,32.093,6.9,14155
Despicable Me 2,Uni.,368100000,602700000,2013,22,7/3/2013,Despicable Me 2,"$76,000,000 ","$368,065,385 ","$975,216,835 ",7894,"[16, 35, 10751]",93456,en,Despicable Me 2,19.014,6.9,7319
The Hobbit: The Desolation of Smaug,WB (NL),258399999,700000000,2013,21,12/13/2013,The Hobbit: The Desolation of Smaug,"$250,000,000 ","$258,366,855 ","$960,366,855 ",7890,"[12, 14, 28]",57158,en,The Hobbit: The Desolation of Smaug,21.275,7.6,7739
The Hunger Games: Catching Fire,LGF,424700000,440300000,2013,38,11/22/2013,The Hunger Games: Catching Fire,"$130,000,000 ","$424,668,047 ","$864,868,047 ",7893,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,20.187,7.4,11170
Monsters University,BV,268500000,475700000,2013,53,6/21/2013,Monsters University,"$200,000,000 ","$268,488,329 ","$743,588,329 ",7892,"[16, 10751]",62211,en,Monsters University,20.33,7,6362
Gravity,WB,274100000,449100000,2013,16,10/4/2013,Gravity,"$110,000,000 ","$274,092,705 ","$693,698,673 ",7884,"[878, 53, 18]",49047,en,Gravity,27.836,7.2,9586
Man of Steel,WB,291000000,377000000,2013,29,6/14/2013,Man of Steel,"$225,000,000 ","$291,045,518 ","$667,999,518 ",7885,"[28, 12, 14, 878]",49521,en,Man of Steel,27.667,6.5,9758
Thor: The Dark World,BV,206400000,438200000,2013,66,11/8/2013,Thor: The Dark World,"$150,000,000 ","$206,362,140 ","$644,602,516 ",7882,"[28, 12, 14]",76338,en,Thor: The Dark World,31.014,6.7,10171
The Croods,Fox,187200000,400000000,2013,26,3/22/2013,The Croods,"$135,000,000 ","$187,168,425 ","$573,068,425 ",7914,"[28, 12, 16, 35, 10751, 14]",49519,en,The Croods,16.29,6.8,3873
World War Z,Par.,202400000,337600000,2013,69,6/21/2013,World War Z,"$190,000,000 ","$202,359,711 ","$531,514,650 ",7935,"[28, 18, 27, 878, 53]",72190,en,World War Z,14.582,6.7,9132
Star Trek Into Darkness,Par.,228800000,238600000,2013,68,5/16/2013,Star Trek Into Darkness,"$190,000,000 ","$228,778,661 ","$467,381,584 ",7891,"[28, 12, 878]",54138,en,Star Trek Into Darkness,20.487,7.4,6182
Pacific Rim,WB,101800000,309200000,2013,72,7/12/2013,Pacific Rim,"$190,000,000 ","$101,802,906 ","$411,002,906 ",7907,"[28, 878, 12]",68726,en,Pacific Rim,16.759,6.8,7632
The Wolf of Wall Street,Par.,116900000,275100000,2013,76,12/25/2013,The Wolf of Wall Street,"$100,000,000 ","$116,900,694 ","$389,870,414 ",7883,"[80, 18, 35]",106646,en,The Wolf of Wall Street,29.518,7.9,12411
Now You See Me,LG/S,117700000,234000000,2013,41,5/31/2013,Now You See Me,"$75,000,000 ","$117,723,989 ","$342,769,200 ",7909,"[53, 80]",75656,en,Now You See Me,16.646,7.4,9871
The Smurfs 2,Sony,71000000,276500000,2013,33,7/31/2013,The Smurfs 2,"$110,000,000 ","$71,017,784 ","$348,547,523 ",7961,"[14, 10751, 35, 16]",77931,en,The Smurfs 2,12.941,5.7,1200
The Conjuring,WB (NL),137400000,182100000,2013,93,7/19/2013,The Conjuring,"$20,000,000 ","$137,400,141 ","$318,000,141 ",7895,"[27, 53]",138843,en,The Conjuring,18.886,7.5,5912
A Good Day to Die Hard,Fox,67300000,237300000,2013,34,2/14/2013,A Good Day to Die Hard,"$92,000,000 ","$67,349,198 ","$304,249,198 ",7919,"[28, 53]",47964,en,A Good Day to Die Hard,15.858,5.2,4437
Elysium,TriS,93100000,193100000,2013,92,8/9/2013,Elysium,"$120,000,000 ","$93,050,117 ","$286,192,091 ",7902,"[878, 28, 18, 53]",68724,en,Elysium,17.663,6.4,5406
Cloudy with a Chance of Meatballs 2,Sony,119800000,154500000,2013,13,9/27/2013,Cloudy with a Chance of Meatballs 2,"$78,000,000 ","$119,793,567 ","$274,392,649 ",7899,"[16, 10751, 35]",109451,en,Cloudy with a Chance of Meatballs 2,18.335,6.4,1679
We're the Millers,WB (NL),150400000,119600000,2013,90,8/7/2013,We're the Millers,"$37,000,000 ","$150,394,119 ","$267,816,276 ",7933,"[35, 80]",138832,en,We're the Millers,14.746,6.8,5231
Epic,Fox,107500000,160900000,2013,77,5/24/2013,Epic,"$100,000,000 ","$107,518,682 ","$262,794,441 ",7941,"[16, 12, 10751, 14]",116711,en,Epic,13.995,6.4,1670
Grown Ups 2,Sony,133699999,113300000,2013,48,7/12/2013,Grown Ups 2,"$80,000,000 ","$133,668,525 ","$247,023,808 ",7988,[35],109418,en,Grown Ups 2,11.289,5.9,2090
After Earth,Sony,60500000,183300000,2013,53,5/31/2013,After Earth,"$130,000,000 ","$60,522,097 ","$251,499,665 ",7937,"[878, 28, 12]",82700,en,After Earth,14.415,5.1,4154
The Heat,Fox,159600000,70300000,2013,35,6/28/2013,The Heat,"$43,000,000 ","$159,581,587 ","$229,727,774 ",7906,"[28, 35, 80]",136795,en,The Heat,16.912,6.6,2441
Captain Phillips,Sony,107100000,111700000,2013,92,10/11/2013,Captain Phillips,"$55,000,000 ","$107,136,417 ","$220,648,184 ",7922,"[28, 18, 53]",109424,en,Captain Phillips,15.483,7.6,3909
White House Down,Sony,73100000,132300000,2013,90,6/28/2013,White House Down,"$150,000,000 ","$73,103,784 ","$205,440,387 ",7959,"[28, 18, 53]",117251,en,White House Down,13.026,6.4,2817
Percy Jackson: Sea of Monsters,Fox,68600000,131300000,2013,64,8/7/2013,Percy Jackson: Sea of Monsters,"$90,000,000 ","$68,559,554 ","$200,859,554 ",7920,"[12, 10751, 14]",76285,en,Percy Jackson: Sea of Monsters,15.762,5.9,3109
Jack the Giant Slayer,WB (NL),65200000,132500000,2013,66,3/1/2013,Jack the Giant Slayer,"$195,000,000 ","$65,187,603 ","$197,687,603 ",7964,"[28, 12, 10751, 14]",81005,en,Jack the Giant Slayer,12.773,5.6,3403
The Secret Life of Walter Mitty,Fox,58200000,129900000,2013,37,12/25/2013,The Secret Life of Walter Mitty,"$91,000,000 ","$58,236,838 ","$187,861,183 ",7998,"[12, 35, 18, 14]",116745,en,The Secret Life of Walter Mitty,10.743,7.1,4859
Anchorman 2: The Legend Continues,Par.,125200000,46300000,2013,92,12/18/2013,Anchorman 2: The Legend Continues,"$50,000,000 ","$127,352,707 ","$172,185,754 ",7972,[35],109443,en,Anchorman 2: The Legend Continues,12.08,6.1,1408
Olympus Has Fallen,FD,98900000,71300000,2013,9,3/22/2013,Olympus Has Fallen,"$70,000,000 ","$98,927,592 ","$172,878,928 ",7943,"[28, 53]",117263,en,Olympus Has Fallen,13.864,6.2,4086
Jackass Presents: Bad Grandpa,Par.,102000000,49800000,2013,3,10/25/2013,Jackass Presents: Bad Grandpa,"$15,000,000 ","$102,003,019 ","$160,903,019 ",8074,[35],208134,en,Jackass Presents: Bad Grandpa,8.823,6,928
47 Ronin,Uni.,38400000,113400000,2013,12,12/25/2013,47 Ronin,"$175,000,000 ","$38,362,475 ","$151,716,815 ",7887,"[18, 28, 12, 14]",64686,en,47 Ronin,25.049,6,2080
Mama,Uni.,71600000,74800000,2013,9,1/18/2013,Mama,"$15,000,000 ","$71,628,180 ","$148,095,566 ",7973,[27],132232,en,Mama,11.983,6.1,2421
Escape Plan,LG/S,25100000,112200000,2013,37,10/18/2013,Escape Plan,"$70,000,000 ","$25,135,965 ","$103,735,965 ",7901,"[28, 53]",107846,en,Escape Plan,17.88,6.7,2799
2 Guns,Uni.,75600000,56300000,2013,39,8/2/2013,2 Guns,"$61,000,000 ","$75,612,460 ","$132,493,015 ",7931,"[28, 35, 80]",136400,en,2 Guns,14.8,6.5,2368
Walking with Dinosaurs,Fox,36100000,90500000,2013,93,12/20/2013,Walking with Dinosaurs,"$80,000,000 ","$36,076,121 ","$123,368,842 ",8004,"[16, 10751, 12]",77951,en,Walking with Dinosaurs,10.56,5.4,210
Ender's Game,LG/S,61700000,63800000,2013,36,11/1/2013,Ender's Game,"$110,000,000 ","$61,737,191 ","$127,983,283 ",7921,"[878, 28, 12]",80274,en,Ender's Game,15.533,6.6,3558
Warm Bodies,LG/S,66400000,50600000,2013,70,2/1/2013,Warm Bodies,"$30,000,000 ","$66,380,662 ","$115,121,608 ",7953,"[27, 35, 10749]",82654,en,Warm Bodies,13.259,6.3,4109
Free Birds,Rela.,55800000,54600000,2013,16,11/1/2013,Free Birds,"$55,000,000 ","$55,750,480 ","$110,387,072 ",7994,"[16, 35, 10751]",175574,en,Free Birds,11.062,5.8,410
Gangster Squad,WB,46000000,59200000,2013,4,1/11/2013,Gangster Squad,"$60,000,000 ","$46,000,903 ","$104,100,903 ",7958,"[80, 18, 28, 53]",82682,en,Gangster Squad,13.029,6.3,2527
Riddick,Uni.,42000000,56300000,2013,66,9/6/2013,Riddick,"$38,000,000 ","$42,025,135 ","$94,763,758 ",7904,"[878, 28, 53]",87421,en,Riddick,17.434,6.2,2852
Safe Haven,Rela.,71300000,26200000,2013,41,2/14/2013,Safe Haven,"$28,000,000 ","$71,399,120 ","$94,050,951 ",8058,[10749],112949,en,Safe Haven,9.095,7.1,1433
Blue Jasmine,SPC,33400000,64099999,2013,90,7/26/2013,Blue Jasmine,"$18,000,000 ","$33,404,871 ","$102,912,961 ",8009,"[35, 18]",160588,en,Blue Jasmine,10.443,7,1983
The Mortal Instruments: City of Bones,SGem,31200000,64200000,2013,26,8/21/2013,The Mortal Instruments: City of Bones,"$60,000,000 ","$31,165,421 ","$75,965,567 ",7912,"[28, 12, 18, 9648, 10749, 14]",123553,en,The Mortal Instruments: City of Bones,16.484,6.3,2915
The Internship,Fox,44700000,48800000,2013,63,6/7/2013,The Internship,"$58,000,000 ","$44,672,764 ","$93,672,764 ",10414,[35],116741,en,The Internship,0.6,6.2,2631
Dhoom 3,Yash,8000000,80000000,2013,60,12/20/2013,Dhoom 3,"$24,000,000 ","$8,031,955 ","$11,723,620 ",8239,"[28, 53]",44977,hi,धूम ३,6.798,5.9,136
R.I.P.D.,Uni.,33600000,44700000,2013,55,7/19/2013,R.I.P.D.,"$130,000,000 ","$33,618,855 ","$79,076,678 ",7889,"[14, 28, 35, 80]",49524,en,R.I.P.D.,21.377,5.6,2047
The Book Thief,Fox,21500000,55100000,2013,41,11/8/2013,The Book Thief,"$19,000,000 ","$21,488,481 ","$76,086,711 ",8062,[18],203833,en,The Book Thief,9.034,7.5,2788
The Best Man Holiday,Uni.,70500000,2300000,2013,73,11/15/2013,The Best Man Holiday,"$17,000,000 ","$70,525,195 ","$72,835,710 ",8087,[35],146304,en,The Best Man Holiday,8.581,6.6,145
The Counselor,Fox,17000000,54000000,2013,58,10/25/2013,The Counselor,"$25,000,000 ","$16,973,715 ","$71,009,334 ",8005,"[53, 80, 18]",109091,en,The Counselor,10.55,5.1,1072
Kick-Ass 2,Uni.,28800000,32000000,2013,65,8/16/2013,Kick-Ass 2,"$28,000,000 ","$28,795,985 ","$63,129,909 ",7932,"[28, 12, 80]",59859,en,Kick-Ass 2,14.793,6.4,3785
A Haunted House,ORF,40000000,20100000,2013,12,1/11/2013,A Haunted House,"$2,500,000 ","$40,041,683 ","$59,922,558 ",8224,"[35, 27]",139038,en,A Haunted House,6.909,5.5,871
Delivery Man,BV,30700000,19300000,2013,21,11/22/2013,Delivery Man,"$22,000,000 ","$30,659,817 ","$70,536,870 ",8118,[35],146239,en,Delivery Man,7.962,6.2,858
Texas Chainsaw 3D,LGF,34300000,12900000,2013,55,1/4/2013,Texas Chainsaw 3D,"$20,000,000 ","$34,341,945 ","$47,666,013 ",7900,"[27, 53]",76617,en,Texas Chainsaw 3D,18.256,5.3,780
Parker,FD,17600000,28600000,2013,18,1/25/2013,Parker,"$35,000,000 ","$17,616,641 ","$48,543,388 ",7929,"[28, 80]",119283,en,Parker,14.95,5.8,1868
The World's End,Focus,26000000,20100000,2013,76,8/23/2013,The World's End,"$20,000,000 ","$26,004,851 ","$47,508,505 ",7965,"[35, 28, 878]",107985,en,The World's End,12.719,6.7,2990
Grudge Match,WB,29800000,15100000,2013,77,12/25/2013,Grudge Match,"$40,000,000 ","$29,807,260 ","$69,807,260 ",8122,[35],64807,en,Grudge Match,7.918,6,711
Homefront,ORF,20200000,22900000,2013,29,11/27/2013,Homefront,"$22,000,000 ","$20,158,492 ","$51,695,362 ",7936,"[28, 53]",204082,en,Homefront,14.422,6.5,1410
Snitch,LG/S,42900000,1200000,2013,26,2/22/2013,Snitch,"$15,000,000 ","$42,930,462 ","$57,907,734 ",7908,"[53, 18]",134411,en,Snitch,16.673,5.9,1493
Jobs,ORF,16100000,19800000,2013,11,8/16/2013,Jobs,"$18,000,000 ","$16,131,410 ","$43,402,515 ",8115,"[18, 36]",115782,en,Jobs,8.023,6.1,1622
Inside Llewyn Davis,CBS,13200000,19700000,2013,94,12/6/2013,Inside Llewyn Davis,"$11,000,000 ","$13,248,209 ","$32,943,247 ",8006,[18],86829,en,Inside Llewyn Davis,10.549,7.2,1400
